"setting_name","setting_name_wa","setting_val","category","hyouji_jun","editable_flg","hissu_flg","format_regex","description"
"op21mparam_log_file_nm","ログファイル名","ShiwakeDataImport.log","OPEN21 連携","34","0","0","","ログファイル名
拡張子*.LOG 固定"
"op21mparam_layout_no","レイアウトNo","0","OPEN21 連携","35","0","0","","op21mparam_layout_no
現在0固定"
"op21mparam_denpyou_nyuuryoku_pattern","伝票入力パターン","0","OPEN21 連携","36","0","0","\d{0,2}","登録済み伝票入力パターン（0～99）
省略可能（0 を指定）"
"op21mparam_denpyou_nyuuryoku_pattern_A001","伝票入力パターン(経費立替精算)","0","OPEN21 連携","37","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A004","伝票入力パターン(出張旅費精算)","0","OPEN21 連携","38","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A011","伝票入力パターン(海外出張旅費精算)","0","OPEN21 連携","39","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_houka_kanzan_flg","邦貨換算フラグ","0","OPEN21 連携","40","0","0","(0|1)","0：外貨金額から邦貨金額の換算を行わない
1：外貨金額から邦貨金額の換算を行う
省略可能（0 を指定）"
"op21mparam_kidou_user","起動ユーザー","0001","OPEN21 連携","41","1","1","^(?!0000)\d{4,4}","0001～9999 のOPEN21ユーザーを指定します。
削除及び未登録ユーザー、使用できないユーザーを除きます。"
"shiwake_kbn","仕訳区分","1","OPEN21 連携","42","1","1","(1|2)","仕訳の転記先をどちらにするか。
1：日次用
2：拡張入出力用"
"kakutei_umu","確定有無","1","OPEN21 連携","43","1","0","(1|2)","転記先が拡張入出力の場合、確定済データとするかどうか。
1：確定済にする
2：未確定データにする"
"uf1_denpyou_id_hanei","ユニバーサルフィールド伝票ID反映","0","OPEN21 連携","44","1","1","(0|(UF)([1-3]))","ユニバーサルフィールドに伝票IDを反映するかどうか。
マッピングするフィールドの使用フラグが1(マスター参照しない)でなければいけません。
0：反映しない
UF1～UF3：ユニバーサルフィールド１～３に反映する"
"kake_nashi_shiharai_shiwake_sakusei","掛けなし　支払結果仕訳作成有無","1","OPEN21 連携","45","1","1","(0|1)","掛けなしの請求書払い申請明細から、支払結果仕訳（＝計上仕訳）を作成するかどうか。
0：作成しない
1：作成する"
"kake_ari_shiharai_shiwake_sakusei","掛けあり　支払結果仕訳作成有無","1","OPEN21 連携","46","1","1","(0|1)","掛けありの請求書払い申請明細から、支払結果仕訳を作成するかどうか。
※計上仕訳は当設定とは関係なく作成されます。
0：作成しない
1：作成する"
"tsuukinteiki_shiwake_sakusei_umu","通勤定期　仕訳作成有無","0","OPEN21 連携","47","1","1","(0|1)","通勤定期申請から、仕訳を作成するかどうか。
0：作成しない
1：作成する"
"shain_cd_renkei","社員コード連携","0","OPEN21 連携","48","1","1","(0|(UF)([1-3])|T)","社員コードを仕訳に連携するかどうか。
0：連携しない
UF1～UF3：ユニバーサルフィールド１～３に連携する
T：摘要コードに連携する"
"houjin_card_renkei","法人カード識別用番号連携","0","OPEN21 連携","49","1","1","(0|(UF)([1-3]))","法人カード識別用番号を仕訳に連携するかどうか。
0：連携しない
UF1～UF3：ユニバーサルフィールド１～３に連携する"
"shiwake_sakusei_error_action","仕訳作成エラー発生時の進め方","1","OPEN21 連携","50","1","1","(1|2)","仕訳作成処理でエラーが発生した時の進め方を指定します。
1：エラーが発生した伝票種別の仕訳は全て転記しない
2：正常な仕訳は転記する"
"shiwake_sakusei_sakihiduke","先日付の仕訳連携","0","OPEN21 連携","51","1","1","(0|1)","仕訳作成処理で先日付の仕訳連携を許容するかどうかを指定します。
0：許容しない
1：許容する"
"shiwake_sakusei_houhou_A001","仕訳作成方法(経費立替精算)","3","OPEN21 連携","52","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず経費立替精算の取引に対して貸方３を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"shiwake_sakusei_houhou_A009","仕訳作成方法(自動引落)","3","OPEN21 連携","53","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず自動引落の取引に対して貸方２を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"shiwake_sakusei_houhou_A004","仕訳作成方法(出張旅費精算)","3","OPEN21 連携","54","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず出張旅費精算の取引に対して貸方３を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"shiwake_sakusei_houhou_A011","仕訳作成方法(海外出張旅費精算)","3","OPEN21 連携","55","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず出張旅費精算の取引に対して貸方３を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"shiwake_sakusei_houhou_A010","仕訳作成方法(交通費精算)","3","OPEN21 連携","56","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず交通費精算の取引に対して貸方３を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"zankin_shiwake_sakusei_umu_A001","仮払残金仕訳作成有無(経費立替精算)","1","OPEN21 連携","57","1","1","(0|1)","精算において仮払残金仕訳の作成有無を指定します。
伝票形式（経費立替精算）の値が1もしくは2の際に有効。
0：作成しない
1：作成する"
"zankin_shiwake_sakusei_umu_A004","仮払残金仕訳作成有無(出張旅費精算)","1","OPEN21 連携","58","1","1","(0|1)","精算において仮払残金仕訳の作成有無を指定します。
伝票形式（出張旅費精算）の値が1もしくは2の際に有効。
0：作成しない
1：作成する"
"zankin_shiwake_sakusei_umu_A011","仮払残金仕訳作成有無(海外出張旅費精算)","1","OPEN21 連携","59","1","1","(0|1)","精算において仮払残金仕訳の作成有無を指定します。
伝票形式（海外出張旅費精算）の値が1もしくは2の際に有効。
0：作成しない
1：作成する"
"denpyou_serial_no_start","開始番号(伝票番号)","1","OPEN21 連携","60","1","1","^\d{0,7}[13579]$","伝票番号の開始を指定します。
1～99999997の奇数番号を設定。"
"denpyou_serial_no_end","終了番号(伝票番号)","99999998","OPEN21 連携","61","1","1","^\d{0,7}[02468]$","伝票番号の終了を指定します。
2～99999998の偶数番号を設定。"
"denpyou_sakusei_tani_A001","経費立替精算","1","伝票作成単位","62","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A002","仮払申請","1","伝票作成単位","63","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A003","請求書払い申請","1","伝票作成単位","64","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A009","自動引落伝票","1","伝票作成単位","65","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A004","出張旅費精算","1","伝票作成単位","66","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A005","出張伺い申請（仮払申請）","1","伝票作成単位","67","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A011","海外出張旅費精算","1","伝票作成単位","68","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A012","海外出張伺い申請（仮払申請）","1","伝票作成単位","69","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A010","交通費精算","1","伝票作成単位","70","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A006","通勤定期申請","1","伝票作成単位","71","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A007","振替伝票","1","伝票作成単位","72","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A008","総合付替伝票","1","伝票作成単位","73","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"shiwake_tekiyou_naiyou_A001","経費立替精算","<USER> <SHIYOUBI>  <TEKIYOU>","仕訳摘要内容","74","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SHIYOUBI>：伝票画面で入力した使用日
<TORIHIKISAKI>：伝票画面で入力した取引先名"
"shiwake_tekiyou_naiyou_A001_1","経費立替仮払相殺","<USER>  経費立替仮払相殺","仕訳摘要内容","75","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SHIYOUBI>：伝票画面で入力した使用日
<TORIHIKISAKI>：伝票画面で入力した取引先名"
"shiwake_tekiyou_naiyou_A001_2","(仮払未使用)経費立替仮払相殺","<USER>  (仮払未使用)経費立替仮払相殺","仕訳摘要内容","76","1","1","","<USER>：ユーザー名"
"shiwake_tekiyou_naiyou_A001_3","経費立替仮払残金","<USER>  経費立替仮払残金","仕訳摘要内容","77","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SHIYOUBI>：伝票画面で入力した使用日
<TORIHIKISAKI>：伝票画面で入力した取引先名"
"shiwake_tekiyou_naiyou_A002","仮払申請","<USER>  <TEKIYOU>","仕訳摘要内容","78","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要"
"shiwake_tekiyou_naiyou_A003","請求書払い申請","<USER>  <TEKIYOU>","仕訳摘要内容","79","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<TORIHIKISAKI>：伝票画面で入力した取引先名"
"shiwake_tekiyou_naiyou_A004","出張旅費精算","<USER>  <SEISANEND>  <TEKIYOU>","仕訳摘要内容","80","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANSTART>：伝票画面で入力した精算期間開始日
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A004_1","出張旅費精算仮払相殺","<USER>  出張旅費精算仮払相殺","仕訳摘要内容","81","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANSTART>：伝票画面で入力した精算期間開始日
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A004_2","(仮払未使用)出張旅費精算仮払相殺","<USER>  (仮払未使用)出張旅費精算仮払相殺","仕訳摘要内容","82","1","1","","<USER>：ユーザー名"
"shiwake_tekiyou_naiyou_A004_3","出張旅費精算仮払残金","<USER>  出張旅費精算仮払残金","仕訳摘要内容","83","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A005","出張伺い申請（仮払申請）","<USER>  <TEKIYOU>","仕訳摘要内容","84","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要"
"shiwake_tekiyou_naiyou_A011","海外出張旅費精算","<USER>  <SEISANEND>  <TEKIYOU>","仕訳摘要内容","85","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANSTART>：伝票画面で入力した精算期間開始日
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A011_1","海外出張旅費精算仮払相殺","<USER>  海外出張旅費精算仮払相殺","仕訳摘要内容","86","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANSTART>：伝票画面で入力した精算期間開始日
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A011_2","(仮払未使用)海外出張旅費精算仮払相殺","<USER>  (仮払未使用)海外出張旅費精算仮払相殺","仕訳摘要内容","87","1","1","","<USER>：ユーザー名"
"shiwake_tekiyou_naiyou_A011_3","海外出張旅費精算仮払残金","<USER>  海外出張旅費精算仮払残金","仕訳摘要内容","88","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A012","海外出張伺い申請（仮払申請）","<USER>  <TEKIYOU>","仕訳摘要内容","89","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要"
"shiwake_tekiyou_naiyou_A006","通勤定期申請","<USER>  <TORIHIKI>","仕訳摘要内容","90","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名"
"shiwake_tekiyou_naiyou_A009","自動引落伝票","<USER>  <TEKIYOU>","仕訳摘要内容","91","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<TORIHIKISAKI>：伝票画面で入力した取引先名"
"shiwake_tekiyou_naiyou_A010","交通費精算","<USER>  <SEISANEND>  <TEKIYOU>","仕訳摘要内容","92","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANSTART>：伝票画面で入力した精算期間開始日
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiharai_houhou_A001","支払方法(経費立替精算)","1,2","支払方法","93","1","1","(1|2|1,2|2,1)","支払金の支払方法を指定します。（複数指定する場合は、カンマ区切り）
1：現金
2：振込"
"shiharai_houhou_A002","支払方法(仮払申請)","1,2","支払方法","94","1","1","(1|2|1,2|2,1)","仮払金の支払方法を指定します。（複数指定する場合は、カンマ区切り）
1：現金
2：振込"
"shiharai_houhou_A004","支払方法(海外出張旅費・出張旅費・交通費)","1,2","支払方法","95","1","1","(1|2|1,2|2,1)","支払金の支払方法を指定します。（複数指定する場合は、カンマ区切り）
1：現金
2：振込"
"shiharai_houhou_A005","支払方法(海外出張伺い申請（仮払申請）・出張伺い申請（仮払申請）)","1,2","支払方法","96","1","1","(1|2|1,2|2,1)","仮払金の支払方法を指定します。（複数指定する場合は、カンマ区切り）
1：現金
2：振込"
"seikyuu_keijou_nyuuryoku","請求書払い申請(計上日入力)","0","計上日・支払","97","1","1","(0|1)","計上日を申請者が入力するかどうか。
0：経理権限のみ計上日を入力
1：申請者が計上日を入力"
"seikyuu_keijou_seigen","請求書払い申請(申請者の計上日制限)","","計上日・支払","98","1","0","(0|1)","申請者が計上日を入力する場合、
申請者が入力した計上日を制限するかどうかを指定します。
0：しない
1：する
「する」の場合、請求書払い申請締メニューから計上日の締めを行うことができます。
申請者は締め日以前の計上日を入力することはできません。"
"seikyuu_masref","請求書払い申請(取引先マスター参照)","0","計上日・支払","99","1","1","(0|1)","取引先マスター参照をデフォルトでチェックONにするか。
0：しない
1：する"
"jidouhiki_keijou_nyuuryoku","自動引落伝票(計上日入力)","0","計上日・支払","100","1","1","(0|1)","計上日を申請者が入力するかどうか。
0：経理権限のみ計上日を入力
1：申請者が計上日を入力"
"jidouhiki_keijou_seigen","自動引落伝票(申請者の計上日制限)","","計上日・支払","101","1","0","(0|1)","申請者が計上日を入力する場合、
申請者が入力した計上日を制限するかどうかを指定します。
0：しない
1：する
「する」の場合、自動引落伝票締メニューから計上日の締めを行うことができます。
申請者は締め日以前の計上日を入力することはできません。"
"keijoubi_default_A001","経費立替精算(計上日入力)","1","計上日・支払","102","1","1","(0|1|2|3)","計上日を申請者が入力するかどうか。
0：経理権限のみ計上日を入力(デフォルトなし)
1：経理権限のみ計上日を入力(デフォルト使用日)
2：経理権限のみ計上日を入力(デフォルト申請日)
3：申請者が計上日を入力"
"keihiseisan_keijou_seigen","経費立替精算(申請者の計上日制限)","","計上日・支払","103","1","0","(0|1)","申請者が計上日を入力する場合、
申請者が入力した計上日を制限するかどうかを指定します。
0：しない
1：する
「する」の場合、経費立替精算締メニューから計上日の締めを行うことができます。
申請者は締め日以前の計上日を入力することはできません。"
"keijoubi_default_A004","出張旅費精算(計上日入力)","1","計上日・支払","104","1","1","(0|1|2|3)","計上日を申請者が入力するかどうか。
0：経理権限のみ計上日を入力(デフォルトなし)
1：経理権限のみ計上日を入力(デフォルト精算期間終了日)
2：経理権限のみ計上日を入力(デフォルト申請日)
3：申請者が計上日を入力"
"ryohiseisan_keijou_seigen","出張旅費精算(申請者の計上日制限)","","計上日・支払","105","1","0","(0|1)","申請者が計上日を入力する場合、
申請者が入力した計上日を制限するかどうかを指定します。
0：しない
1：する
「する」の場合、出張旅費精算締メニューから計上日の締めを行うことができます。
申請者は締め日以前の計上日を入力することはできません。"
"keijoubi_default_A011","海外出張旅費精算(計上日入力)","1","計上日・支払","106","1","1","(0|1|2|3)","計上日を申請者が入力するかどうか。
0：経理権限のみ計上日を入力(デフォルトなし)
1：経理権限のみ計上日を入力(デフォルト精算期間終了日)
2：経理権限のみ計上日を入力(デフォルト申請日)
3：申請者が計上日を入力"
"kaigairyohiseisan_keijou_seigen","海外出張旅費精算(申請者の計上日制限)","","計上日・支払","107","1","0","(0|1)","申請者が計上日を入力する場合、
申請者が入力した計上日を制限するかどうかを指定します。
0：しない
1：する
「する」の場合、海外出張旅費精算締メニューから計上日の締めを行うことができます。
申請者は締め日以前の計上日を入力することはできません。"
"keijoubi_default_A010","交通費精算(計上日入力)","1","計上日・支払","108","1","1","(0|1|2|3)","計上日を申請者が入力するかどうか。
0：経理権限のみ計上日を入力(デフォルトなし)
1：経理権限のみ計上日を入力(精算期間終了日)
2：経理権限のみ計上日を入力(申請日)
3：申請者が計上日を入力"
"koutsuuhiseisan_keijou_seigen","交通費精算(申請者の計上日制限)","","計上日・支払","109","1","0","(0|1)","申請者が計上日を入力する場合、
申請者が入力した計上日を制限するかどうかを指定します。
0：しない
1：する
「する」の場合、交通費精算締メニューから計上日の締めを行うことができます。
申請者は締め日以前の計上日を入力することはできません。"
"furikomi_rule_A001","経費立替精算","0","振込日ルール適用","110","1","1","(0|1)","経費立替精算を、振込日ルールマスターによる振込日自動決定の対象とするかどうか。
0：対象としない
1：対象とする"
"furikomi_rule_A002","仮払申請","0","振込日ルール適用","111","1","1","(0|1)","仮払申請を、振込日ルールマスターによる振込日自動決定の対象とするかどうか。
0：対象としない
1：対象とする"
"furikomi_rule_A004","出張旅費精算","0","振込日ルール適用","112","1","1","(0|1)","出張旅費精算を、振込日ルールマスターによる振込日自動決定の対象とするかどうか。
0：対象としない
1：対象とする"
"furikomi_rule_A005","出張伺い申請（仮払申請）","0","振込日ルール適用","113","1","1","(0|1)","出張伺い申請（仮払申請）を、振込日ルールマスターによる振込日自動決定の対象とするかどうか。
0：対象としない
1：対象とする"
"furikomi_rule_A011","海外出張旅費精算","0","振込日ルール適用","114","1","1","(0|1)","海外出張旅費精算を、振込日ルールマスターによる振込日自動決定の対象とするかどうか。
0：対象としない
1：対象とする"
"furikomi_rule_A012","海外出張伺い申請（仮払申請）","0","振込日ルール適用","115","1","1","(0|1)","海外出張伺い申請（仮払申請）を、振込日ルールマスターによる振込日自動決定の対象とするかどうか。
0：対象としない
1：対象とする"
"furikomi_rule_A010","交通費精算","0","振込日ルール適用","116","1","1","(0|1)","交通費精算を、振込日ルールマスターによる振込日自動決定の対象とするかどうか。
0：対象としない
1：対象とする"
"furikomi_rule_A006","通勤定期申請","0","振込日ルール適用","117","1","1","(0|1)","通勤定期申請を、振込日ルールマスターによる振込日自動決定の対象とするかどうか。
0：対象としない
1：対象とする"
