"master_id","master_name","op_master_id","op_master_name","torikomi_kahi_flg"
"uf2_zandaka","ユニバーサルフィールド２残高","(select KI.KI AS KI, RTRIM(Z.D:NUMCD) AS UF2CD, Z.KICD AS KICD, D.D:NUMNR AS UF2NR, RTRIM(K.KCOD) AS KCOD, K.KOCD AS KOCD, K.KNMX AS KNMX, K.KNAM AS KNAM, K.KATT AS KATT, 0 as K000 from AEXP.A_KI as KI join dbo.D:NUMZAN as Z on Z.KESN = KI.KESN join dbo.D:NUMTBL as D on D.KESN = Z.KESN and D.D:NUMCD = Z.D:NUMCD join dbo.KNAME as K on K.KESN = Z.KESN and K.KICD = Z.KICD)","ユニバーサルフィールド２残高","1"
"uf3_ichiran","ユニバーサルフィールド３一覧","(SELECT KI.KI AS KI, RTRIM(D3.D:NUMCD) AS UF3CD, D3.D:NUMNR AS UF3NR FROM AEXP.A_KI KI JOIN dbo.D:NUMTBL D3 ON D3.KESN = KI.KESN)","ユニバーサルフィールド３一覧","1"
"uf3_zandaka","ユニバーサルフィールド３残高","(select KI.KI AS KI, RTRIM(Z.D:NUMCD) AS UF3CD, Z.KICD AS KICD, D.D:NUMNR AS UF3NR, RTRIM(K.KCOD) AS KCOD, K.KOCD AS KOCD, K.KNMX AS KNMX, K.KNAM AS KNAM, K.KATT AS KATT, 0 as K000 from AEXP.A_KI as KI join dbo.D:NUMZAN as Z on Z.KESN = KI.KESN join dbo.D:NUMTBL as D on D.KESN = Z.KESN and D.D:NUMCD = Z.D:NUMCD join dbo.KNAME as K on K.KESN = Z.KESN and K.KICD = Z.KICD)","ユニバーサルフィールド３残高","1"
"kaisha_info","会社情報","(SELECT TOP 1 KI.KI AS KI,:DUF1FLG AS DUF1FLG, :HDF1 AS HISSU1FLG, :DUF1NM AS DUF1NM, :DUF2FLG AS DUF2FLG, :HDF2 AS HISSU2FLG, :DUF2NM AS DUF2NM, :DUF3FLG AS DUF3FLG, :HDF3 AS HISSU3FLG, :DUF3NM AS DUF3NM, :D1FLG AS D1FLG, :D1NM AS D1NM, :D2FLG AS D2FLG, :D2NM AS D2NM, :D3FLG AS D3FLG, :D3NM AS D3NM, V.PJFLG AS PJFLG from AEXP.A_KI AS KI JOIN dbo.VOLUM AS V ON V.KESN = KI.KESN ORDER BY KI.KI
)","会社情報","1"
"project_master","プロジェクトマスター","(SELECT RTRIM(P.PRJECT) AS PRJECT, P.PRJNAMS AS PRJNAMS FROM dbo.PRPNM AS P WHERE P.CHKU = '0')","プロジェクトマスター","1"
"extension_setting","拡張子設定","(SELECT OP.KEYNM2 AS EXTENSION, OP.IDATA AS EXTFLG FROM dbo.OPTION1 AS OP WHERE OP.PRGID='CCINFOMNT' AND OP.USNO=10000 AND OP.KEYNM1='DMNTFRIV'AND OP.KEYNM2 IN('PDF','XPS','OXPS','DOCDOCX','XLSXLSX'))","拡張子設定","1"
"ki_kesn","（期別）決算期","(SELECT DISTINCT
    kesn,
    ki,
    CAST(CAST(symd as CHAR(8)) AS DATE) as symd,
    CAST(CAST(eymd as CHAR(8)) AS DATE) as eymd
FROM
    (SELECT
        ki.KESN,
        v.*
    FROM aexp.a_ki ki
    JOIN aexp.a_volum2 v ON
        ki.ki = v.ki
    WHERE
        RIGHT(v.symd, 2) <> '00' AND
        RIGHT(v.eymd, 2) <> '00'
    ) t
)","（期別）決算期","1"
"ki_kamoku","（期別）科目","(SELECT
    kmk.kesn,
    RTRIM(kmk.kicd) AS kicd,
    RTRIM(kmk.kcod) AS kcod,
    kmk.knmx,
    kmk.katt
FROM aexp.a_ki AS ki
JOIN kname AS kmk ON 
    kmk.kesn = ki.kesn
WHERE
    ki.ki in (0, 1, 2, 3)
)","（期別）科目","1"
"ki_bumon","（期別）部門","(SELECT 
    bmn.kesn, 
    RTRIM(bmn.bcod) AS bcod, 
    bmn.bnam, 
    RTRIM(stb.bcd1) AS bcd1 
FROM aexp.a_ki AS ki 
JOIN bname AS bmn ON 
    bmn.kesn = ki.kesn 
JOIN sstbl AS stb ON 
    bmn.kesn = stb.kesn 
    AND bmn.bcod = stb.bcd2 
WHERE 
    ki.ki in (0, 1, 2, 3) 
)","（期別）部門","1"
"ki_syuukei_bumon","（期別）集計部門","(SELECT
    sbmn.kesn,
    sbmn.sbcd,
    sbname.bnam AS sbnam,
    zbmn.bcod,
    zbmn.bnam
FROM aexp.a_ki ki
JOIN sbtbl AS sbmn ON
    ki.kesn = sbmn.kesn
JOIN bname AS sbname ON
    sbmn.kesn = sbname.kesn AND
    sbmn.sbcd = sbname.bcod AND
    sbname.bflg = 1
JOIN bname AS zbmn ON
    sbmn.kesn = zbmn.kesn AND
    sbmn.bcod = zbmn.bcod AND
    zbmn.bflg = 0
WHERE
    ki.ki in (0, 1, 2, 3)
)","（期別）集計部門","1"
"ki_kamoku_security","（期別）科目セキュリティ","(SELECT
    kmk.kesn,
    kmk.sptn,
    kmk.szkm
FROM aexp.a_ki ki
JOIN sczkm kmk ON
    kmk.kesn = ki.kesn
WHERE
    kmk.skbn = 0 AND
    ki.ki in (0, 1, 2, 3)
)","（期別）科目セキュリティ","1"
"ki_bumon_security","（期別）部門セキュリティ","(SELECT
    bmn.kesn,
    bmn.sptn,
    bmn.szbm
FROM aexp.a_ki AS ki
JOIN sczbm AS bmn ON
    bmn.kesn = ki.kesn
WHERE
    bmn.skbn = 0 and
    ki.ki in (0, 1, 2, 3)
)","（期別）部門セキュリティ","1"
"ki_kamoku_edaban","（期別）科目枝番","(SELECT
    eda.kesn,
    RTRIM(eda.kicd) AS kicd,
    RTRIM(eda.ecod) AS ecod,
    eda.enam
FROM aexp.a_ki AS ki
JOIN ename as eda ON
    eda.kesn = ki.kesn
WHERE
    ki.ki in (0, 1, 2, 3)
)","（期別）科目枝番","1"
"bumon_kamoku_yosan","部門科目予算","(SELECT KI.KI AS KI,
 RTRIM(Y.BCOD) AS BCOD,
 Y.KICD AS KICD,
 B.BNAM AS BNAM,
 RTRIM(K.KCOD) AS KCOD,
 K.KOCD AS KOCD,
 K.KNMX AS KNMX,
 K.KNAM AS KNAM,
 K.KATT AS KATT,
 Y.Y010 AS Y010,
 Y.Y020 AS Y020,
 Y.Y030 AS Y030,
 CASE WHEN O.S035 = 1 THEN Y.Y035 ELSE 0 END AS Y035,
 Y.Y040 AS Y040,
 Y.Y050 AS Y050,
 Y.Y060 AS Y060,
 CASE WHEN O.S065 = 1 THEN Y.Y065 ELSE 0 END AS Y065,
 Y.Y070 AS Y070,
 Y.Y080 AS Y080,
 Y.Y090 AS Y090,
 CASE WHEN O.S095 = 1 THEN Y.Y095 ELSE 0 END AS Y095,
 Y.Y100 AS Y100,
 Y.Y110 AS Y110,
 Y.Y120 AS Y120,
 CASE WHEN O.S125 = 1 THEN Y.Y125 ELSE 0 END AS Y125 
FROM AEXP.A_KI AS KI 
JOIN DBO.:BKYSN AS Y ON Y.KESN = KI.KESN 
JOIN DBO.BNAME AS B ON B.KESN = Y.KESN AND B.BCOD = Y.BCOD 
JOIN DBO.KNAME AS K ON K.KESN = Y.KESN AND K.KICD = Y.KICD 
JOIN DBO.SEIOPT AS O ON O.KESN = Y.KESN AND O.UCOD = 10000 AND O.ITEM = 0 
WHERE
    KI.KI IN (0, 1, 2, 3)
)","部門科目予算","1"
"bumon_kamoku_edaban_zandaka","部門科目枝番残高","(SELECT KI.KI AS KI,
 RTRIM(Z.BCOD) AS BCOD,
 Z.KICD AS KICD,
 B.BNAM AS BNAM,
 RTRIM(K.KCOD) AS KCOD,
 RTRIM(Z.ECOD) AS ECOD,
 K.KOCD AS KOCD,
 K.KNMX AS KNMX,
 K.KNAM AS KNAM,
 K.KATT AS KATT,
 Z.R000 AS R000,
 Z.S000 AS S000,
 Z.R010 AS R010,
 Z.S010 AS S010,
 Z.R020 AS R020,
 Z.S020 AS S020,
 Z.R030 AS R030,
 Z.S030 AS S030,
 CASE WHEN O.S035 = 1 THEN Z.R035 ELSE 0 END AS R035,
 CASE WHEN O.S035 = 1 THEN Z.S035 ELSE 0 END AS S035,
 Z.R040 AS R040,
 Z.S040 AS S040,
 Z.R050 AS R050,
 Z.S050 AS S050,
 Z.R060 AS R060,
 Z.S060 AS S060,
 CASE WHEN O.S065 = 1 THEN Z.R065 ELSE 0 END AS R065,
 CASE WHEN O.S065 = 1 THEN Z.S065 ELSE 0 END AS S065,
 Z.R070 AS R070,
 Z.S070 AS S070,
 Z.R080 AS R080,
 Z.S080 AS S080,
 Z.R090 AS R090,
 Z.S090 AS S090,
 CASE WHEN O.S095 = 1 THEN Z.R095 ELSE 0 END AS R095,
 CASE WHEN O.S095 = 1 THEN Z.S095 ELSE 0 END AS S095,
 Z.R100 AS R100,
 Z.S100 AS S100,
 Z.R110 AS R110,
 Z.S110 AS S110,
 Z.R120 AS R120,
 Z.S120 AS S120,
 CASE WHEN O.S125 = 1 THEN Z.R125 ELSE 0 END AS R125,
 CASE WHEN O.S125 = 1 THEN Z.S125 ELSE 0 END AS S125 
FROM AEXP.A_KI AS KI 
JOIN DBO.BKEZAN AS Z ON Z.KESN = KI.KESN 
JOIN DBO.BNAME AS B ON B.KESN = Z.KESN AND B.BCOD = Z.BCOD 
JOIN DBO.KNAME AS K ON K.KESN = Z.KESN AND K.KICD = Z.KICD 
JOIN DBO.SEIOPT AS O ON O.KESN = Z.KESN AND O.UCOD = 10000 AND O.ITEM = 0 
WHERE
    KI.KI IN (0, 1, 2, 3)
)","部門科目枝番残高","1"
"bumon_kamoku_edaban_yosan","部門科目枝番予算","(SELECT KI.KI AS KI,
 RTRIM(Y.BCOD) AS BCOD,
 Y.KICD AS KICD,
 B.BNAM AS BNAM,
 RTRIM(K.KCOD) AS KCOD,
 RTRIM(Y.ECOD) AS ECOD,
 K.KOCD AS KOCD,
 K.KNMX AS KNMX,
 K.KNAM AS KNAM,
 K.KATT AS KATT,
 Y.Y010 AS Y010,
 Y.Y020 AS Y020,
 Y.Y030 AS Y030,
 CASE WHEN O.S035 = 1 THEN Y.Y035 ELSE 0 END AS Y035,
 Y.Y040 AS Y040,
 Y.Y050 AS Y050,
 Y.Y060 AS Y060,
 CASE WHEN O.S065 = 1 THEN Y.Y065 ELSE 0 END AS Y065,
 Y.Y070 AS Y070,
 Y.Y080 AS Y080,
 Y.Y090 AS Y090,
 CASE WHEN O.S095 = 1 THEN Y.Y095 ELSE 0 END AS Y095,
 Y.Y100 AS Y100,
 Y.Y110 AS Y110,
 Y.Y120 AS Y120,
 CASE WHEN O.S125 = 1 THEN Y.Y125 ELSE 0 END AS Y125 
FROM AEXP.A_KI AS KI 
JOIN DBO.:BKEYSN AS Y ON Y.KESN = KI.KESN 
JOIN DBO.BNAME AS B ON B.KESN = Y.KESN AND B.BCOD = Y.BCOD 
JOIN DBO.KNAME AS K ON K.KESN = Y.KESN AND K.KICD = Y.KICD 
JOIN DBO.SEIOPT AS O ON O.KESN = Y.KESN AND O.UCOD = 10000 AND O.ITEM = 0 
WHERE
    KI.KI IN (0, 1, 2, 3)
)","部門科目枝番予算","1"
"syuukei_bumon","集計部門マスター","(SELECT KI.KI AS KI, RTRIM(B.BCOD) AS BCOD, B.BNAM AS BNAM, B.BNLD BNLD, B.BFLG AS BFLG FROM AEXP.A_KI AS KI JOIN dbo.BNAME AS B ON B.KESN = KI.KESN AND B.BFLG = '1')","集計部門","1"
"ki_busho_shiwake","（期別）部署入出力仕訳","(SELECT
    kesn,
    dkei,
    dseq,
    sseq,
    CAST(CAST(dymd as CHAR(8)) AS DATE) as dymd,
    dcno,
    rbmn,
    rkmk,
    reda,
    sbmn,
    skmk,
    seda,
    valu
FROM
    (SELECT
        h.dymd,
        h.dcno,
        s.*
    FROM sjdat_h AS h
    JOIN sjdat AS s ON
        h.kesn = s.kesn AND
        h.dseq = s.dseq AND
        h.dkei = s.dkei
    WHERE
        h.delf = 0 AND
        h.kday <> 0 AND
        (h.sflg = 0 OR h.sflg = 1) AND
        h.bflg = 0
    ) AS t
)","拡張仕訳","1"
