"naibu_cd_name","naibu_cd","name","hyouji_jun","option1","option2","option3"
"shiwake_pattern_setting_item","BUMON","部門","0","","",""
"shiwake_pattern_setting_item","KAMOKU","科目","0","","",""
"shiwake_pattern_setting_item","KAMOKUEDABAN","科目枝番","0","","",""
"shiwake_pattern_setting_item","TORIHIKI","取引","0","","",""
"shiwake_pattern_setting_item","PROJECT","プロジェクト","0","","",""
"shiwake_pattern_setting_item","KAZEIKBN","課税区分","0","","",""
"shiwake_pattern_setting_item","SETSUMEI","説明","0","","",""
"shiharai_houhou","1","現金","1","","",""
"shiharai_houhou","2","振込","2","","",""
"shiharai_shubetsu","1","約定A","0","","",""
"shiharai_shubetsu","2","約定B","0","","",""
"shiharai_shubetsu","3","支払手形","0","","",""
"shiharai_shubetsu","6","銀行振込","0","","",""
"shiharai_shubetsu","7","期日振込","0","","",""
"shiharai_shubetsu","8","一括支払","0","","",""
"shiharai_shubetsu","10","小切手","0","","",""
"shiharai_shubetsu","11","現金","0","","",""
"shiharai_shubetsu","12","電子手形","0","","",""
"shiharai_shubetsu","21","相殺","0","","",""
"shiharai_shubetsu","25","支払保留","0","","",""
"shiharai_shubetsu","29","源泉税","0","","",""
"tesuuryou_futan_kbn","1","自社負担","0","","",""
"tesuuryou_futan_kbn","2","客先負担","0","","",""
"tesuuryou_futan_kbn","3","折半","0","","",""
"yokin_shubetsu","1","普通","0","","",""
"yokin_shubetsu","2","当座","0","","",""
"yokin_shubetsu","4","貯蓄","0","","",""
"yokin_shubetsu","9","その他","0","","",""
"shiwake_status","0","抽出済","1","","",""
"shiwake_status","1","OPEN21転記済","2","","",""
"shiwake_status","9","仕訳対象外","3","","",""
"fb_status","0","抽出済","1","","",""
"fb_status","1","FBデータ作成済","2","","",""
"touroku_status","9","全て","1","","",""
"touroku_status","0","未登録","2","","",""
"touroku_status","1","登録済","3","","",""
"hacchaku_kbn","0","その他","3","","",""
"hacchaku_kbn","1","自宅","1","","",""
"hacchaku_kbn","2","会社","2","","",""
"todouhuken_cd","1","北海道","1","","",""
"todouhuken_cd","2","青森県","2","","",""
"todouhuken_cd","3","岩手県","3","","",""
"todouhuken_cd","4","宮城県","4","","",""
"todouhuken_cd","5","秋田県","5","","",""
"todouhuken_cd","6","山形県","6","","",""
"todouhuken_cd","7","福島県","7","","",""
"todouhuken_cd","8","茨城県","8","","",""
"todouhuken_cd","9","栃木県","9","","",""
"todouhuken_cd","10","群馬県","10","","",""
"todouhuken_cd","11","埼玉県","11","","",""
"todouhuken_cd","12","千葉県","12","","",""
"todouhuken_cd","13","東京都","13","","",""
"todouhuken_cd","14","神奈川県","14","","",""
"todouhuken_cd","15","新潟県","15","","",""
"todouhuken_cd","16","富山県","16","","",""
"todouhuken_cd","17","石川県","17","","",""
"todouhuken_cd","18","福井県","18","","",""
"todouhuken_cd","19","山梨県","19","","",""
"todouhuken_cd","20","長野県","20","","",""
"todouhuken_cd","21","岐阜県","21","","",""
"todouhuken_cd","22","静岡県","22","","",""
"todouhuken_cd","23","愛知県","23","","",""
"todouhuken_cd","24","三重県","24","","",""
"todouhuken_cd","25","滋賀県","25","","",""
"todouhuken_cd","26","京都府","26","","",""
"todouhuken_cd","27","大阪府","27","","",""
"todouhuken_cd","28","兵庫県","28","","",""
"todouhuken_cd","29","奈良県","29","","",""
"todouhuken_cd","30","和歌山県","30","","",""
"todouhuken_cd","31","鳥取県","31","","",""
"todouhuken_cd","32","島根県","32","","",""
"todouhuken_cd","33","岡山県","33","","",""
"todouhuken_cd","34","広島県","34","","",""
"todouhuken_cd","35","山口県","35","","",""
"todouhuken_cd","36","徳島県","36","","",""
"todouhuken_cd","37","香川県","37","","",""
"todouhuken_cd","38","愛媛県","38","","",""
"todouhuken_cd","39","高知県","39","","",""
"todouhuken_cd","40","福岡県","40","","",""
"todouhuken_cd","41","佐賀県","41","","",""
"todouhuken_cd","42","長崎県","42","","",""
"todouhuken_cd","43","熊本県","43","","",""
"todouhuken_cd","44","大分県","44","","",""
"todouhuken_cd","45","宮崎県","45","","",""
"todouhuken_cd","46","鹿児島県","46","","",""
"todouhuken_cd","47","沖縄県","47","","",""
"csv_download_syubetsu","1","振込明細表","1","","",""
"csv_download_syubetsu","2","振込精査表","2","","",""
"ryohiseisan_syubetsu","1","交通費","1","","",""
"ryohiseisan_syubetsu","2","その他","2","","",""
"kidoku_flg","0","未確認","1","","",""
"kidoku_flg","1","確認済","2","","",""
"kidoku_flg","2","全て","3","","",""
"gamen_kengen_seigyo_kbn","0","無効","1","","",""
"gamen_kengen_seigyo_kbn","1","有効","2","","",""
"batch_status","1","処理中","1","","",""
"batch_status","2","正常終了","2","","",""
"batch_status","3","異常終了","3","","",""
"mail_tsuuchi_kbn","TTT","滞留通知","0","","",""
"mail_tsuuchi_kbn","RYS","承認待ち","0","","",""
"mail_tsuuchi_kbn","RYK","自伝票差戻し","0","","",""
"mail_tsuuchi_kbn","RJO","自伝票承認","0","","",""
"mail_tsuuchi_kbn","RJN","自伝票否認","0","","",""
"mail_tsuuchi_kbn","RKO","関連伝票承認","0","","",""
"mail_tsuuchi_kbn","RKN","関連伝票否認","0","","",""
"kaikei_koumoku","1","仕訳枝番号","0","","",""
"kaikei_koumoku","2","取引先","0","","",""
"kaikei_koumoku","3","勘定科目","0","","",""
"kaikei_koumoku","4","勘定科目枝番","0","","",""
"kaikei_koumoku","5","負担部門","0","","",""
"kaikei_koumoku","6","課税区分","0","","",""
"kaikei_koumoku","7","UF2","0","","",""
"kaikei_koumoku","8","UF3","0","","",""
"kaikei_koumoku","9","プロジェクト","0","","",""
"hyouji_jun","1","探索順","1","ekispert","",""
"hyouji_jun","2","運賃順","2","price","",""
"hyouji_jun","3","所要時間順","3","time","",""
"hyouji_jun","4","定期順","4","teiki","",""
"hyouji_jun","5","乗換回数順","5","transfer","",""
"hyouji_jun","6","CO2排出量順","6","co2","",""
"hyouji_jun","7","定期１カ月順","7","teiki1","",""
"hyouji_jun","8","定期３カ月順","8","teiki3","",""
"hyouji_jun","9","定期６カ月順","9","teiki6","",""
"kanitodoke_radio","denpyou_jyoutai","伝票状態","1","","",""
"kanitodoke_radio","denpyou_kbn","伝票区分","2","","",""
"kanitodoke_pulldown","denpyou_jyoutai","伝票状態","1","","",""
"kanitodoke_pulldown","denpyou_kbn","伝票区分","2","","",""
"kanitodoke_master","kamokuSentaku","勘定科目","1","1","",""
"kanitodoke_master","bumonSentaku","負担部門","2","1","",""
"kanitodoke_master","torihikisakiSentaku","取引先","3","1","",""
"buhin_format","string","文字列","1","","",""
"buhin_format","number","数値","2","","",""
"buhin_format","datepicker","日付","3","","",""
"buhin_format","autoNumericWithCalcBox","金額","4","","",""
"buhin_width","input-small","小","0","","",""
"buhin_width","input-medium","中","0","","",""
"buhin_width","input-xxlarge","大","0","","",""
"buhin_width","input-block-level","特大","0","","",""
"buhin_height","textarea","小","0","","",""
"buhin_height","textarea-medium","中","0","","",""
"buhin_height","textarea-height","大","0","","",""
"area_kbn","shinsei","申請内容","0","","",""
"area_kbn","meisai","明細","0","","",""
"shiyou_flg","0","使用しない","0","","",""
"shiyou_flg","1","使用する","0","","",""
"shiyou_flg","2","マスター化する","0","","",""
"shiyou_flg","3","残高作成する","0","","",""
"shain_cd_renkei","0","あり","2","","",""
"shain_cd_renkei","1","なし","1","","",""
"shikyu_ichiran_sort_column","SHAIN","社員番号","1","","",""
"shikyu_ichiran_sort_column","BUMON","起票部門","2","","",""
