"setting_name","setting_name_wa","setting_val","category","hyouji_jun","editable_flg","hissu_flg","format_regex","description"
"output_file_path_fbdata","FBデータ出力ファイルパス","c:\eteam\fbdata","FB 連携","31","2","1","","FBデータファイルパス"
"output_file_nm_fbdata","FBデータ出力ファイル名","FBDATA_{0}_{1}.txt","FB 連携","32","2","1","","FBデータファイルパス名
ファイル作成時、{0}を振込日（yyyymmdd）、{1}を振込元金融機関コード+支店コードで置換します。"
"list_num_for_shiharaibi","支払日リスト件数","5","FB 連携","33","1","1","[1-9]\d{0,1}","FBデータ作成の個人精算支払日リストに表示する項目件数（1～99）。"
"shain_cd2kokyaku_cd1","顧客コード1への社員コード反映","1","FB 連携","34","1","1","(0|1)","社員コードをFBデータファイルの顧客コード１に反映するかどうか。
0：しない
1：する"
"zengin_furikomi_keishiki","全銀総合振込依頼データ形式","0","FB 連携","35","1","1","(0|1)","出力する全銀総合振込依頼データ形式を指定。
0：固定長
1：XML形式"
"xml_message_shikibetsu_no","XMLメッセージ単位の識別番号","{0} {1} {2}","FB 連携","36","1","1","","XMLメッセージ単位の識別番号を指定します。
ファイル作成時、{0}を振込日（yyyymmdd）、{1}を振込元金融機関コード+支店コード、{2}を振込元口座番号で置換します。"
"op21mparam_kaisha_cd","会社コード","0001","OPEN21 連携","37","1","1","(?!0000)\d{4}","取り込み会社番号
0001～9999"
"shokuchi_cd","諸口コード","","OPEN21 連携","38","1","0","\d{1,6}","振替伝票・総合付替伝票の仕訳で借方貸方課税区分グループが共に「税込」の場合や
経費立替精算・出張旅費精算の伝票形式が複合形式の際に使用する所謂「諸口」を表す勘定科目コード。
（6桁以内の半角数字）
OPEN21に同様の勘定科目コードが登録されていなければならない。"
"op21mparam_shori_kbn","処理区分","0","OPEN21 連携","39","0","0","(0|1)","0：データチェック＆ 取り込み
1：データチェックのみ"
"op21mparam_denpyou_keishiki","伝票形式","0","OPEN21 連携","40","0","0","(0|1|2)","0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A001","伝票形式(経費立替精算)","0","OPEN21 連携","41","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A002","伝票形式(経費伺い申請（仮払申請）)","0","OPEN21 連携","42","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A003","伝票形式(請求書払い申請)","0","OPEN21 連携","43","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A013","伝票形式(支払依頼申請)","0","OPEN21 連携","44","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A009","伝票形式(自動引落伝票)","0","OPEN21 連携","45","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A004","伝票形式(出張旅費精算)","0","OPEN21 連携","46","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A005","伝票形式(出張伺い申請（仮払申請）)","0","OPEN21 連携","47","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A011","伝票形式(海外出張旅費精算)","0","OPEN21 連携","48","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A012","伝票形式(海外出張伺い申請（仮払申請）)","0","OPEN21 連携","49","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A010","伝票形式(交通費精算)","0","OPEN21 連携","50","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_denpyou_keishiki_A006","伝票形式(通勤定期申請)","0","OPEN21 連携","51","1","1","(0|1|2)","仕訳をどの形式で作成するかを指定します。
0：単一形式
1：複合（手入力諸口）
2：複合（自動諸口）"
"op21mparam_furyou_data_log","不良データログ","11","OPEN21 連携","52","0","0","(0|1|11)","0：ログ不要（不良伝票が発生しても正常伝票は取込む）
1：ログ要（不良伝票が発生しても正常伝票は取込む）
11：ログ要（不良伝票発生時は全件取り込まない）"
"op21mparam_csv_path","CSV用ﾊﾟｽ","C:\eteam\tmp","OPEN21 連携","53","0","0","","一時作業用ファイルパス"
"op21mparam_csv_file_nm","CSVファイル名","ShiwakeDataTemp.csv","OPEN21 連携","54","0","0","","一時作業用ファイル名
拡張子*.CSV 固定"
"op21mparam_log_path","ログ用パス","C:\eteam\bat\logs","OPEN21 連携","55","0","0","","ログファイルパス"
"op21mparam_log_file_nm","ログファイル名","ShiwakeDataImport.log","OPEN21 連携","56","0","0","","ログファイル名
拡張子*.LOG 固定"
"op21mparam_layout_no","レイアウトNo","0","OPEN21 連携","57","0","0","","op21mparam_layout_no
現在0固定"
"op21mparam_denpyou_nyuuryoku_pattern","伝票入力パターン","0","OPEN21 連携","58","0","0","\d{0,2}","登録済み伝票入力パターン（0～99）
省略可能（0 を指定）"
"op21mparam_denpyou_nyuuryoku_pattern_A001","伝票入力パターン(経費立替精算)","0","OPEN21 連携","59","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A002","伝票入力パターン(経費伺い申請（仮払申請）)","0","OPEN21 連携","60","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A003","伝票入力パターン(請求書払い申請)","0","OPEN21 連携","61","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A013","伝票入力パターン(支払依頼申請)","0","OPEN21 連携","62","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A009","伝票入力パターン(自動引落伝票)","0","OPEN21 連携","63","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A004","伝票入力パターン(出張旅費精算)","0","OPEN21 連携","64","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A005","伝票入力パターン(出張伺い申請（仮払申請）)","0","OPEN21 連携","65","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A011","伝票入力パターン(海外出張旅費精算)","0","OPEN21 連携","66","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A012","伝票入力パターン(海外出張伺い申請（仮払申請）)","0","OPEN21 連携","67","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A010","伝票入力パターン(交通費精算)","0","OPEN21 連携","68","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_denpyou_nyuuryoku_pattern_A006","伝票入力パターン(通勤定期申請)","0","OPEN21 連携","69","1","1","\d{0,2}","OPEN21での登録済み伝票入力パターンを指定します。（0～99）
未登録の場合は0を指定します。"
"op21mparam_houka_kanzan_flg","邦貨換算フラグ","0","OPEN21 連携","70","0","0","(0|1)","0：外貨金額から邦貨金額の換算を行わない
1：外貨金額から邦貨金額の換算を行う
省略可能（0 を指定）"
"op21mparam_kidou_user","起動ユーザー","0001","OPEN21 連携","71","1","1","^(?!0000)\d{4,4}","0001～9999 のOPEN21ユーザーを指定します。
削除及び未登録ユーザー、使用できないユーザーを除きます。"
"shiwake_kbn","仕訳区分","1","OPEN21 連携","72","1","1","(1|2)","仕訳の転記先をどちらにするか。
1：日次用
2：拡張入出力用"
"kakutei_umu","確定有無","1","OPEN21 連携","73","1","0","(1|2)","転記先が拡張入出力の場合、確定済データとするかどうか。
1：確定済にする
2：未確定データにする"
"uf1_denpyou_id_hanei","ユニバーサルフィールド伝票ID反映","0","OPEN21 連携","74","1","1","(0|(UF)([1-3]))","ユニバーサルフィールドに伝票IDを反映するかどうか。
マッピングするフィールドの使用フラグが1(マスター参照しない)でなければいけません。
0：反映しない
UF1～UF3：ユニバーサルフィールド１～３に反映する"
"kake_nashi_shiharai_shiwake_sakusei","掛けなし　支払結果仕訳作成有無","1","OPEN21 連携","75","1","1","(0|1)","掛けなしの請求書払い申請明細から、支払結果仕訳（＝計上仕訳）を作成するかどうか。
0：作成しない
1：作成する"
"kake_ari_shiharai_shiwake_sakusei","掛けあり　支払結果仕訳作成有無","1","OPEN21 連携","76","1","1","(0|1)","掛けありの請求書払い申請明細から、支払結果仕訳を作成するかどうか。
※計上仕訳は当設定とは関係なく作成されます。
0：作成しない
1：作成する"
"tsuukinteiki_shiwake_sakusei_umu","通勤定期　仕訳作成有無","0","OPEN21 連携","77","1","1","(0|1)","通勤定期申請から、仕訳を作成するかどうか。
0：作成しない
1：作成する"
"shain_cd_renkei","社員コード連携","0","OPEN21 連携","78","1","1","(0|(UF)([1-3])|T)","社員コードを仕訳に連携するかどうか。
0：連携しない
UF1～UF3：ユニバーサルフィールド１～３に連携する
T：摘要コードに連携する"
"houjin_card_renkei","法人カード識別用番号連携","0","OPEN21 連携","79","1","1","(0|(UF)([1-3]))","法人カード識別用番号を仕訳に連携するかどうか。
0：連携しない
UF1～UF3：ユニバーサルフィールド１～３に連携する"
"shiwake_sakusei_error_action","仕訳作成エラー発生時の進め方","1","OPEN21 連携","80","1","1","(1|2)","仕訳作成処理でエラーが発生した時の進め方を指定します。
1：エラーが発生した伝票種別の仕訳は全て転記しない
2：正常な仕訳は転記する"
"shiwake_sakusei_sakihiduke","先日付の仕訳連携","0","OPEN21 連携","81","1","1","(0|1)","仕訳作成処理で先日付の仕訳連携を許容するかどうかを指定します。
0：許容しない
1：許容する"
"shiwake_sakusei_houhou_A001","仕訳作成方法(経費立替精算)","3","OPEN21 連携","82","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず経費立替精算の取引に対して貸方３を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"shiwake_sakusei_houhou_A009","仕訳作成方法(自動引落)","3","OPEN21 連携","83","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず自動引落の取引に対して貸方２を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"shiwake_sakusei_houhou_A004","仕訳作成方法(出張旅費精算)","3","OPEN21 連携","84","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず出張旅費精算の取引に対して貸方３を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"shiwake_sakusei_houhou_A011","仕訳作成方法(海外出張旅費精算)","3","OPEN21 連携","85","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず出張旅費精算の取引に対して貸方３を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"shiwake_sakusei_houhou_A010","仕訳作成方法(交通費精算)","3","OPEN21 連携","86","1","1","(1|2|3)","仕訳の作成方法を指定します。
※仕訳作成方法を現金主義→発生主義に変更した場合、必ず交通費精算の取引に対して貸方３を設定してください。
1：発生主義（計上日と支払日が異なる場合作成）
2：発生主義（常に作成）
3：現金主義"
"zankin_shiwake_sakusei_umu_A001","仮払残金仕訳作成有無(経費立替精算)","1","OPEN21 連携","87","1","1","(0|1)","精算において仮払残金仕訳の作成有無を指定します。
0：作成しない
1：作成する"
"zankin_shiwake_sakusei_umu_A004","仮払残金仕訳作成有無(出張旅費精算)","1","OPEN21 連携","88","1","1","(0|1)","精算において仮払残金仕訳の作成有無を指定します。
0：作成しない
1：作成する"
"zankin_shiwake_sakusei_umu_A011","仮払残金仕訳作成有無(海外出張旅費精算)","1","OPEN21 連携","89","1","1","(0|1)","精算において仮払残金仕訳の作成有無を指定します。
0：作成しない
1：作成する"
"zankin_shiwake_hi_A001","仮払残金仕訳の日付(経費立替精算)","1","OPEN21 連携","90","1","1","(1|2)","仮払残金仕訳作成有無(経費立替精算)の値が1(作成する)の際に有効。
1：計上日
2：支払日"
"zankin_shiwake_hi_A004","仮払残金仕訳の日付(出張旅費精算)","1","OPEN21 連携","91","1","1","(1|2)","仮払残金仕訳作成有無(出張旅費精算)の値が1(作成する)の際に有効。
1：計上日
2：支払日"
"zankin_shiwake_hi_A011","仮払残金仕訳の日付(海外出張旅費精算)","1","OPEN21 連携","92","1","1","(1|2)","仮払残金仕訳作成有無(海外出張旅費精算)の値が1(作成する)の際に有効。
1：計上日
2：支払日"
"denpyou_serial_no_start","開始番号(伝票番号)","","OPEN21 連携","93","1","1","^\d{0,7}[13579]$","伝票番号の開始を指定します。
1～99999997の奇数番号を設定。"
"denpyou_serial_no_end","終了番号(伝票番号)","","OPEN21 連携","94","1","1","^\d{0,7}[02468]$","伝票番号の終了を指定します。
2～99999998の偶数番号を設定。"
"denpyou_sakusei_tani_A001","経費立替精算","1","伝票作成単位","95","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A002","経費伺い申請（仮払申請）","1","伝票作成単位","96","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A003","請求書払い申請","1","伝票作成単位","97","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A013","支払依頼申請","1","伝票作成単位","98","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A009","自動引落伝票","1","伝票作成単位","99","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A004","出張旅費精算","1","伝票作成単位","100","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A005","出張伺い申請（仮払申請）","1","伝票作成単位","101","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A011","海外出張旅費精算","1","伝票作成単位","102","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A012","海外出張伺い申請（仮払申請）","1","伝票作成単位","103","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A010","交通費精算","1","伝票作成単位","104","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A006","通勤定期申請","1","伝票作成単位","105","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A007","振替伝票","1","伝票作成単位","106","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"denpyou_sakusei_tani_A008","総合付替伝票","1","伝票作成単位","107","1","1","(1|2)","仕訳転記時の伝票作成単位を指定します。
1：伝票種別毎申請伝票毎
2：伝票種別毎同一伝票日付毎"
"shiwake_tekiyou_naiyou_A001","経費立替精算","<USER> <SHIYOUBI>  <TEKIYOU>","仕訳摘要内容","108","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SHIYOUBI>：伝票画面で入力した使用日
<TORIHIKISAKI>：伝票画面で入力した取引先名
<KOUSAI_NUM>：(交際費対象取引の場合のみ)交際費人数
<KOUSAI_GAKU>：(交際費対象取引の場合のみ)交際費一人あたりの金額"
"shiwake_tekiyou_naiyou_A001_1","経費立替仮払相殺","<USER>  経費立替仮払相殺","仕訳摘要内容","109","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SHIYOUBI>：伝票画面で入力した使用日
<TORIHIKISAKI>：伝票画面で入力した取引先名
<KOUSAI_NUM>：(交際費対象取引の場合のみ)交際費人数
<KOUSAI_GAKU>：(交際費対象取引の場合のみ)交際費一人あたりの金額"
"shiwake_tekiyou_naiyou_A001_2","(仮払未使用)経費立替仮払相殺","<USER>  (仮払未使用)経費立替仮払相殺","仕訳摘要内容","110","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者"
"shiwake_tekiyou_naiyou_A001_3","経費立替仮払残金","<USER>  経費立替仮払残金","仕訳摘要内容","111","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SHIYOUBI>：伝票画面で入力した使用日
<TORIHIKISAKI>：伝票画面で入力した取引先名
<KOUSAI_NUM>：(交際費対象取引の場合のみ)交際費人数
<KOUSAI_GAKU>：(交際費対象取引の場合のみ)交際費一人あたりの金額"
"shiwake_tekiyou_naiyou_A002","経費伺い申請（仮払申請）","<USER>  <TEKIYOU>","仕訳摘要内容","112","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要"
"shiwake_tekiyou_naiyou_A003","請求書払い申請","<USER>  <TEKIYOU>","仕訳摘要内容","113","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<TORIHIKISAKI>：伝票画面で入力した取引先名
<KOUSAI_NUM>：(交際費対象取引の場合のみ)交際費人数
<KOUSAI_GAKU>：(交際費対象取引の場合のみ)交際費一人あたりの金額"
"shiwake_tekiyou_naiyou_A013","支払依頼申請","<USER>  <TEKIYOU>","仕訳摘要内容","114","1","1","","<USER>：ユーザー名
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<TORIHIKISAKI>：伝票画面で入力した取引先名"
"shiwake_tekiyou_naiyou_A004","出張旅費精算","<USER>  <SEISANEND>  <TEKIYOU>","仕訳摘要内容","115","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANSTART>：伝票画面で入力した精算期間開始日
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A004_1","出張旅費精算仮払相殺","<USER>  出張旅費精算仮払相殺","仕訳摘要内容","116","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANSTART>：伝票画面で入力した精算期間開始日
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A004_2","(仮払未使用)出張旅費精算仮払相殺","<USER>  (仮払未使用)出張旅費精算仮払相殺","仕訳摘要内容","117","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者"
"shiwake_tekiyou_naiyou_A004_3","出張旅費精算仮払残金","<USER>  出張旅費精算仮払残金","仕訳摘要内容","118","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要
<SEISANEND>：伝票画面で入力した精算期間終了日"
"shiwake_tekiyou_naiyou_A005","出張伺い申請（仮払申請）","<USER>  <TEKIYOU>","仕訳摘要内容","119","1","1","","<USER>：ユーザー名
<SHIYOUSHA>：伝票画面で入力した使用者
<TORIHIKI>：伝票画面で入力した取引名
<TEKIYOU>：伝票画面で入力した摘要"
