"denpyou_kbn","koumoku_id","default_koumoku_name","koumoku_name","hyouji_flg","hissu_flg","hyouji_seigyo_flg", "hyouji_jun"
"A003","kari_kamoku_name","勘定科目","勘定科目","1","1","0","8"
"A003","kari_kamoku_edaban_name","勘定科目枝番","勘定科目枝番","1","0","1","9"
"A003","kari_futan_bumon_name","負担部門","負担部門","1","0","1","10"
"A003","torihikisaki_name_ryakushiki","取引先","取引先","1","0","1","11"
"A003","furikomisaki_jouhou","振込先","振込先","1","0","1","12"
"A003","project_name","プロジェクト","プロジェクト","1","0","1","13"
"A003","uf1_cd","","","1","0","1","14"
"A003","uf2_cd","","","1","0","1","15"
"A003","uf3_cd","","","1","0","1","16"
"A003","kari_kazei_kbn","課税区分","課税区分","1","1","0","17"
"A003","zeiritsu","消費税率","消費税率","1","1","0","18"
"A003","shiharai_kingaku","支払金額","支払金額","1","1","0","19"
"A003","tekiyou","摘要","摘要","1","1","0","20"
"A003","kousaihi_shousai","交際費詳細","交際費詳細","1","0","0","21"
"A003","shiharai_kingaku_goukei","支払金額合計","支払金額合計","1","1","0","22"
"A003","hosoku","補足","補足","1","0","1","23"
"A004","karibarai_sentaku","伺い(仮払)選択","伺い(仮払)選択","1","0","0","1"
"A004","karibarai_denpyou_id","伝票ID","伝票ID","1","0","0","2"
"A004","karibarai_on","仮払","仮払","1","0","0","3"
"A004","karibarai_tekiyou","摘要","摘要","1","0","0","4"
"A004","shinsei_kingaku","申請金額","申請金額","1","0","0","5"
"A004","karibarai_kingaku_sagaku","精算金額との差額","精算金額との差額","1","0","1","6"
"A004","karibarai_mishiyou_flg","仮払金未使用","仮払金未使用","1","0","0","7"
"A004","hf1_cd","","","1","0","1","8"
"A004","hf2_cd","","","1","0","1","9"
"A004","hf3_cd","","","1","0","1","10"
"A004","houmonsaki","出張先・訪問先","出張先・訪問先","1","1","1","11"
"A004","mokuteki","目的","目的","1","1","1","12"
"A004","seisankikan","精算期間","精算期間","1","1","0","13"
"A004","seisankikan_jikoku","精算期間時刻","精算期間時刻","0","0","1","14"
"A004","torihiki_name","取引","取引","1","1","0","15"
"A004","kari_kamoku_name","勘定科目","勘定科目","1","1","0","16"
"A004","kari_kamoku_edaban_name","勘定科目枝番","勘定科目枝番","1","0","1","17"
"A004","kari_futan_bumon_name","負担部門","負担部門","1","0","1","18"
"A004","project_name","プロジェクト","プロジェクト","1","0","1","19"
"A004","uf1_cd","","","1","0","1","20"
"A004","uf2_cd","","","1","0","1","21"
"A004","uf3_cd","","","1","0","1","22"
"A004","tekiyou","摘要","摘要","1","1","0","23"
"A004","shiharaikiboubi","希望日","希望日","1","0","1","24"
"A004","shiharaihouhou","方法","方法","1","1","0","25"
"A004","shubetsu1","種別","種別","1","1","0","26"
"A004","shubetsu2","種別","種別","1","1","0","27"
"A004","kikan","期間","期間","1","1","0","28"
"A004","kyuujitsu_nissuu","休日日数","休日日数","0","0","1","29"
"A004","koutsuu_shudan","交通手段","交通手段","1","1","0","30"
"A004","ryoushuusho_seikyuusho_tou_flg","領収書・請求書等","領収書・請求書等","1","1","0","31"
"A004","naiyou_koutsuuhi","内容(交通費)","内容","1","1","1","32"
"A004","bikou_koutsuuhi","備考(交通費)","備考","1","0","1","33"
"A004","naiyou_nittou","内容(日当・宿泊費等)","内容","1","1","1","34"
"A004","bikou_nittou","備考(日当・宿泊費等)","備考","1","0","1","35"
"A004","tanka","単価","単価","1","1","0","36"
"A004","nissuu","日数","日数","1","1","0","37"
"A004","oufuku_flg","往復","往復","1","0","1","38"
"A004","houjin_card_riyou","法人カード利用","法人カード利用","1","0","0","39"
"A004","meisai_kingaku","金額","金額","1","1","0","40"
"A004","goukei_kingaku","明細金額合計","明細金額合計","1","1","0","41"
"A004","uchi_houjin_card_riyou_goukei","内法人カード利用合計","内法人カード利用合計","1","1","0","42"
"A004","sashihiki_shikyuu_kingaku","差引支給金額","差引支給金額","1","1","0","43"
"A004","zeiritsu","消費税率","消費税率","1","1","0","44"
"A004","hosoku","補足","補足","1","0","1","45"
"A005","karibarai_on","仮払","仮払","1","1","0","1"
"A005","hf1_cd","","","1","0","1","2"
"A005","hf2_cd","","","1","0","1","3"
"A005","hf3_cd","","","1","0","1","4"
"A005","houmonsaki","出張先・訪問先","出張先・訪問先","1","1","1","5"
"A005","mokuteki","目的","目的","1","1","1","6"
"A005","seisankikan","精算期間","精算期間","1","1","0","7"
"A005","seisankikan_jikoku","精算期間時刻","精算期間時刻","0","0","1","8"
"A005","torihiki_name","取引","取引","1","1","0","9"
"A005","kari_kamoku_name","勘定科目","勘定科目","1","1","0","10"
"A005","kari_kamoku_edaban_name","勘定科目枝番","勘定科目枝番","1","0","1","11"
"A005","kari_futan_bumon_name","負担部門","負担部門","1","0","1","12"
"A005","uf1_cd","","","1","0","1","13"
"A005","uf2_cd","","","1","0","1","14"
"A005","uf3_cd","","","1","0","1","15"
"A005","tekiyou","摘要","摘要","1","1","0","16"
"A005","shiharaikiboubi","希望日","希望日","1","0","1","17"
"A005","shiharaihouhou","方法","方法","1","1","0","18"
"A005","shubetsu1","種別","種別","1","1","0","19"
"A005","shubetsu2","種別","種別","1","1","0","20"
"A005","kikan","期間","期間","1","1","0","21"
"A005","kyuujitsu_nissuu","休日日数","休日日数","0","0","1","22"
"A005","koutsuu_shudan","交通手段","交通手段","1","1","0","23"
"A005","naiyou_koutsuuhi","内容(交通費)","内容","1","1","1","24"
"A005","bikou_koutsuuhi","備考(交通費)","備考","1","0","1","25"
"A005","naiyou_nittou","内容(日当・宿泊費等)","内容","1","1","1","26"
"A005","bikou_nittou","備考(日当・宿泊費等)","備考","1","0","1","27"
"A005","tanka","単価","単価","1","1","0","28"
"A005","nissuu","日数","日数","1","1","0","29"
"A005","oufuku_flg","往復","往復","1","0","1","30"
"A005","meisai_kingaku","金額","金額","1","1","0","31"
"A005","shinsei_kingaku","申請金額","申請金額","1","1","0","32"
"A005","karibarai_kingaku","仮払金額","仮払金額","1","1","0","33"
"A005","hosoku","補足","補足","1","0","1","34"
"A006","torihiki_name","取引","取引","1","1","0","1"
"A006","hf1_cd","","","1","0","1","2"
"A006","hf2_cd","","","1","0","1","3"
"A006","hf3_cd","","","1","0","1","4"
"A006","kari_kamoku_name","勘定科目","勘定科目","1","1","0","5"
"A006","kari_kamoku_edaban_name","勘定科目枝番","勘定科目枝番","1","0","1","6"
"A006","kari_futan_bumon_name","負担部門","負担部門","1","0","1","7"
"A006","uf1_cd","","","1","0","1","8"
"A006","uf2_cd","","","1","0","1","9"
"A006","uf3_cd","","","1","0","1","10"
"A006","shiyou_kikan_kbn","使用期間","使用期間","1","1","0","11"
"A006","shiyou_kaishibi","使用開始日","使用開始日","1","1","0","12"
"A006","shiyou_shuuryoubi","使用終了日","使用終了日","1","1","0","13"
"A006","jyousha_kukan","乗車区間","乗車区間","1","1","0","14"
"A006","kingaku","金額","金額","1","1","0","15"
"A006","zeiritsu","消費税率","消費税率","1","1","0","16"
"A007","denpyou_date","伝票日","伝票日","1","1","0","1"
"A007","shouhyou_shorui_flg","領収書・請求書等","領収書・請求書等","1","1","1","2"
"A007","kingaku","金額","金額","1","1","0","3"
"A007","zeiritsu","消費税率","消費税率","1","1","0","4"
"A007","hf1_cd","","","1","0","1","5"
"A007","hf2_cd","","","1","0","1","6"
"A007","hf3_cd","","","1","0","1","7"
"A007","kamoku_name","勘定科目","勘定科目","1","1","0","8"
"A007","kamoku_edaban_name","勘定科目枝番","勘定科目枝番","1","0","1","9"
"A007","futan_bumon_name","負担部門","負担部門","1","0","1","10"
"A007","torihikisaki_name_ryakushiki","取引先","取引先","1","0","1","11"
"A007","project_name","プロジェクト","プロジェクト","1","0","1","12"
"A007","uf1_cd","","","1","0","1","13"
"A007","uf2_cd","","","1","0","1","14"
"A007","uf3_cd","","","1","0","1","15"
"A007","kazei_kbn","課税区分","課税区分","1","1","0","16"
"A007","tekiyou","摘要","摘要","1","1","0","17"
"A007","bikou","備考","備考","1","0","1","18"
"A008","denpyou_date","伝票日","伝票日","1","1","0","1"
"A008","shouhyou_shorui_flg","領収書・請求書等","領収書・請求書等","1","1","1","2"
"A008","zeiritsu","消費税率","消費税率","1","1","0","3"
"A008","hf1_cd","","","1","0","1","4"
"A008","hf2_cd","","","1","0","1","5"
"A008","hf3_cd","","","1","0","1","6"
"A008","kamoku_name","勘定科目","勘定科目","1","1","0","7"
"A008","kamoku_edaban_name","勘定科目枝番","勘定科目枝番","1","0","1","8"
"A008","futan_bumon_name","負担部門","負担部門","1","0","1","9"
"A008","torihikisaki_name_ryakushiki","取引先","取引先","1","0","1","10"
"A008","project_name","プロジェクト","プロジェクト","1","0","1","11"
"A008","uf1_cd","","","1","0","1","12"
"A008","uf2_cd","","","1","0","1","13"
"A008","uf3_cd","","","1","0","1","14"
"A008","kazei_kbn","課税区分","課税区分","1","1","0","15"
"A008","kingaku_goukei","合計金額","合計金額","1","1","0","16"
"A008","kingaku","金額","金額","1","1","0","17"
"A008","tekiyou","摘要","摘要","1","1","0","18"
"A008","bikou","備考","備考","1","0","1","19"
"A008","hosoku","補足","補足","1","0","1","20"
"A009","hikiotoshibi","引落日","引落日","1","1","0","1"
"A009","hf1_cd","","","1","0","1","2"
"A009","hf2_cd","","","1","0","1","3"
"A009","hf3_cd","","","1","0","1","4"
"A009","torihiki_name","取引","取引","1","1","0","5"
"A009","kari_kamoku_name","勘定科目","勘定科目","1","1","0","6"
"A009","kari_kamoku_edaban_name","勘定科目枝番","勘定科目枝番","1","0","1","7"
"A009","kari_futan_bumon_name","負担部門","負担部門","1","0","1","8"
"A009","torihikisaki_name_ryakushiki","支払先","支払先","1","0","1","9"
"A009","shiharai_kingaku_goukei","支払金額合計","支払金額合計","1","1","0","10"
"A009","project_name","プロジェクト","プロジェクト","1","0","1","11"
"A009","uf1_cd","","","1","0","1","12"
"A009","uf2_cd","","","1","0","1","13"
"A009","uf3_cd","","","1","0","1","14"
"A009","kari_kazei_kbn","課税区分","課税区分","1","1","0","15"
"A009","zeiritsu","消費税率","消費税率","1","1","0","16"
"A009","shiharai_kingaku","支払金額","支払金額","1","1","0","17"
"A009","tekiyou","摘要","摘要","1","1","0","18"
"A009","hosoku","補足","補足","1","0","1","19"
"A010","mokuteki","目的","目的","1","1","1","1"
"A010","seisankikan","精算期間","精算期間","1","1","0","2"
"A010","seisankikan_jikoku","精算期間時刻","精算期間時刻","0","0","1","3"
"A010","hf1_cd","","","1","0","1","4"
"A010","hf2_cd","","","1","0","1","5"
"A010","hf3_cd","","","1","0","1","6"
"A010","torihiki_name","取引","取引","1","1","0","7"
"A010","kari_kamoku_name","勘定科目","勘定科目","1","1","0","8"
"A010","kari_kamoku_edaban_name","勘定科目枝番","勘定科目枝番","1","0","1","9"
"A010","kari_futan_bumon_name","負担部門","負担部門","1","0","1","10"
"A010","project_name","プロジェクト","プロジェクト","1","0","1","11"
"A010","uf1_cd","","","1","0","1","12"
"A010","uf2_cd","","","1","0","1","13"
"A010","uf3_cd","","","1","0","1","14"
"A010","tekiyou","摘要","摘要","1","1","0","15"
"A010","shiharaikiboubi","希望日","希望日","1","0","1","16"
"A010","shiharaihouhou","方法","方法","1","1","0","17"
"A010","shubetsu1","種別","種別","1","1","0","18"
"A010","shubetsu2","種別","種別","1","1","0","19"
"A010","kikan","期間","期間","1","1","0","20"
"A010","koutsuu_shudan","交通手段","交通手段","1","1","0","21"
"A010","ryoushuusho_seikyuusho_tou_flg","領収書・請求書等","領収書・請求書等","1","1","0","22"
"A010","naiyou_koutsuuhi","内容","内容","1","1","1","23"
"A010","bikou_koutsuuhi","備考","備考","1","0","1","24"
"A010","tanka","単価","単価","1","1","0","25"
"A010","oufuku_flg","往復","往復","1","0","1","26"
"A010","houjin_card_riyou","法人カード利用","法人カード利用","1","0","0","27"
"A010","meisai_kingaku","金額","金額","1","1","0","28"
"A010","goukei_kingaku","明細金額合計","明細金額合計","1","1","0","29"
"A010","uchi_houjin_card_riyou_goukei","内法人カード利用合計","内法人カード利用合計","1","1","0","30"
"A010","zeiritsu","消費税率","消費税率","1","1","0","31"
"A010","hosoku","補足","補足","1","0","1","32"
